ICAO	city
SLVN	Villa Negrita
SLVR	Viru Viru
SLVT	La Vertiente
SLVU	Vuelta Grande
SLVV	Villa Elvira
SLVZ	Villazon
SLWA	Santa Rosa de Abuna
SLWD	Seis de Agosto
SLYA	Yacuiba
SLYB	El Bato
SLYG	Yabog
SLYI	Yapacani
SLYM	Yucumo
SLYP	Muyupampa
SLYY	San Yo Yo
SLZB	San Pedro RB
SLZC	San Carlos
SLZF	San Francisco NACIFF
SLZG	San Agustin
SLZJ	San Pedro Richard
SLZK	San Lucas
SLZP	San Pablo de Lipez
SLZR	San Rafael Isidoro
SLZS	San Ramon del Senac
SLZV	San Vicente
SLZX	San Pedro Salvatierra
SMCI	Coeroeni
SMCO	Coronie
SMDA	Drietabbetje
SMJP	Zandery J.A. Pengel Intl
SMKA	Kabalebo
SMKE	Kayser
SMNI	New Nickerie
SMPB	Paramaribo City
SMSM	Kwamalasoemoetoe
SMTB	Tafelberg Rudi Kappel
SMWA	Wageningen
SMZO	Paramaribo Zorg en Hoop
SOCA	Cayenne
SOOA	Maripasoula
SOOG	Saint Georges de L'oyapock
SOOM	Saint Laurent de Maroni
SOOR	Regina
SOOS	Saul
SOOY	Sinnamary
SPAA	Caraz
SPAB	Huancabamba
SPAC	Ciro Alegria
SPAG	Aguaytia
SPAI	Urpay
SPAL	Alao
SPAM	Camana
SPAN	Sullana
SPAO	San Juan Aposento
SPAP	Picota
SPAR	Alerta
SPAS	Andoas
SPAT	Aguas Calientes
SPAY	Atalaya
SPBA	Barranca
SPBB	Moyobamba
SPBC	Caballococha
SPBL	Bellavista Huallaga
SPBR	Iberia
SPBS	Jeberos Bellavista
SPBT	Obenteni
SPBU	Vista Breau
SPBY	Bayovar
SPCA	Barraca
SPCB	Aguas Blancas
SPCC	Ciudad Constitucion
SPCG	Casa Grande
SPCH	Tocache
SPCL	Pucallpa
SPCM	Contamana
SPCN	Cuno Cuno
SPCP	Pucacaca
SPCR	Acari
SPCS	Cashivo
SPCT	Chota
SPCU	Cutidimeri
SPCV	Cutivireni
SPDO	Mollendo
SPEB	Pebas
SPEN	Iscozacin
SPEO	Chimbote
SPEP	Pueto Esperanza
SPEQ	Moquegua
SPEV	Elvalor
SPEZ	Puerto Bermudez
SPFA	Fausa
SPFL	Fundo Flor
SPGM	Tingo Maria
SPGS	Lagunas
SPGT	Puerto Victoria
SPGU	Bagua
SPHA	Chincha
SPHC	Chala
SPHI	Chiclayo
SPHL	Olmos
SPHO	Ayacucho
SPHT	Huayptue
SPHU	Huancayo
SPHV	Huanuco Viejo
SPHY	Andahuaylas
SPHZ	Anta
SPIA	Ica
SPIL	Quincemil
SPIM	Lima-Callao
SPIN	Inapari
SPIP	Satipo
SPIR	Patria
SPIS	Pias
SPIT	Paita
SPIY	Yauri
SPIZ	Uchiza
SPJA	Rioja
SPJB	Cajabamba
SPJI	Juanjui
SPJJ	Jauja
SPJL	Juliaca
SPJN	San Juan
SPJR	Cajamarca
SPJU	Julcani
SPLA	Louisiana
SPLD	Celendim
SPLG	Lagarto
SPLI	Lima
SPLN	Rodriguez de Mendoza
SPLO	Ilo
SPLP	Las Palmas
SPLS	Zorrillos
SPLT	Lobitos
SPLV	Lago Verde
SPMA	Rio Maranon
SPME	Tumbes
SPML	Malin
SPMR	Santa Maria
SPMS	Yurimaguas
SPMY	Dos de Mayo
SPNA	Punta de Lomas
SPNC	Huanuco
SPNH	Laguna Choclococha
SPNM	Nuevo Mundo
SPNO	Ancon
SPNP	Puno
SPNR	Ricran
SPNT	Intuto
SPNU	Manu
SPNZ	Santa Cruz
SPOA	Saposoa
SPOL	Collique
SPOP	Poto
SPOR	Orcopampa
SPOS	Zorritos
SPOV	Leon Velarde
SPOY	Atico
SPPA	Puerto Ocopa
SPPG	Paramonga
SPPH	Pampa Hermosa
SPPL	Playa
SPPM	Pomacocha
SPPN	Palma del Espino
SPPO	Pozuzo
SPPP	Huanacopampa
SPPT	Paititi
SPPY	Chachapoyas
SPPZ	Palcazu
SPQI	Quiteni
SPQJ	Jaqui
SPQN	Requena
SPQR	Quiruvilca
SPQT	Iquitos
SPQU	Arequipa
SPRF	San Raphael
SPRG	San Regis
SPRL	Imperial
SPRM	San Ramon
SPRT	Rio Tigre
SPRU	Trujillo
SPSA	Casma
SPSC	Sauce
SPSE	Sepahua
SPSF	San Francisco
SPSH	Shatoja
SPSI	Siguas
SPSJ	San Jose de Sisa
SPSL	Lamas
SPSM	Tsomavoni
SPSN	Shapaja
SPSO	Pisco
SPSP	San Pablo
SPSR	Santa Rosa
SPSS	Masisea
SPST	Tarapoto
SPSY	Shiringayoc
SPTA	Nauta
SPTE	Teresita
SPTI	Puerto Inca
SPTN	Tacna
SPTP	Talara El Pato
SPTQ	Toquepala
SPTR	Tournavista
SPTT	Tananta
SPTU	Puerto Maldonaldo
SPTY	Tintay
SPUC	Huamachuco
SPUR	Piura
SPVA	Hacienda el Valor
SPVL	Caraveli
SPVR	Vitor
SPYA	Luya
SPYC	Yarinacocha
SPYL	Talara Capitan Montes
SPYO	Pacasmayo
SPYU	Yauca
SPZA	Nazca
SPZH	Pachiza
SPZK	Sotziki
SPZO	Cuzco
SPZT	Chazuta
SUAA	Montevideo Angel S Adami
SUAG	Artigas
SUCA	Colonia
SUCM	Carmelo
SUDU	Durazno
SULS	Maldonado
SUME	Mercedes
SUMO	Melo
SUMU	Montevideo Carrasco
SUPE	Punta el Este
SUPU	Paysandu
SURV	Riviera
SUSO	Salto
SUTB	Tacuarembo
SUTR	Treinta y Tres
SUVO	Vichadero
SVAC	Acarigua
SVAN	Anaco
SVAT	San Fernando de Atabapo
SVBC	Barcelona
SVBI	Barinas
SVBL	Maracay El Libertador
SVBM	Barquisimeto
SVBS	Maracay Mariscal Sucre
SVBZ	Bruzual
SVCB	Ciudad Bolivar
SVCD	Caicara de Orinoco
SVCH	Achaguas
SVCI	Cachipo
SVCJ	San Carlos Cojedes
SVCL	Calabozo
SVCN	Canaima
SVCO	Carora
SVCP	Carupano
SVCR	Coro
SVCS	Charallave
SVCU	Cumana
SVCZ	Carrizal
SVDP	La Divina Pastora
SVED	El Dorado
SVEZ	Elorza
SVFM	Caracas Gen F de Miranda
SVGD	Guasdualito
SVGI	Guiria
SVGT	Guasipati
SVGU	Guanare
SVHG	Higuerote
SVIC	Icabaru
SVIE	Isla de Coche
SVJC	Paraguana
SVJM	San Juan de Los Morros
SVKA	Kavanayen
SVKM	Kamarata
SVLF	La Fria
SVLO	La Orchila
SVMC	Maracaibo
SVMD	Merida
SVMG	Margarita Porlamar
SVMI	Caracas Simon Bolivar
SVMN	Mene Grande
SVMP	Caracas Metropolitano
SVMT	Maturin
SVPA	Puerto Ayacucho
SVPC	Puerto Cabello
SVPM	San Cristobal
SVPR	Guayana Puerto Ordaz
SVPT	Palmarito
SVRS	El Gran Roque
SVSA	San Antonio
SVSB	Santa Barbara de Barinas
SVSC	San Carlos de Rio Negro
SVSE	Santa Elena de Uairen
SVSO	Santo Domingo
SVSP	San Felipe
SVSR	San Fernando de Apure
SVST	San Tome
SVSZ	Santa Barbara del Zulia
SVTC	Tucupita
SVTM	Tumeremo
SVTR	Temblador
SVUM	Uriman
SVUQ	Uonquen
SVVA	Valencia
SVVG	El Vigia
SVVL	Valera
SVVP	Valle de La Pascua
SYAH	Aishalton
SYAN	Annai
SYAP	Apoteri
SYAW	Awaruwaunawa
SYBR	Baramita
SYBT	Bartica
SYCJ	Cheddi jagan Intl Timehri?
SYEB	Ebini
SYGC	Georgetown
SYGH	Good Hope
SYGO	Ogle
SYGT	Georgetown
SYIB	Imbaimadai
SYKA	Kaieteur
SYKI	Kaow I
SYKK	Kurukabaru
SYKM	Kamarang
SYKR	Karanambo
SYKS	Karasabi
SYKT	Kato
SYKW	Kwakwani
SYLD	Linden
SYLP	Lumid Pau
SYLT	Lethem
SYMB	Mabaruma
SYMD	Mahdia
SYMM	Monkey Mountain
SYMN	Manari
SYMP	Mountain Point
SYMR	Matthews Ridge
SYMW	Maruranawa
SYNA	New Amsterdam
SYOR	Orinduik
SYPR	Paruima
SYWI	Wichabai
TAPA	V.C. Bird
TAPH	Codrington
TAPT	Coco Point
TBPB	Grantley Adams
TBPO	Bridgetown
TDCF	Canefield
TDPD	Melville Hall
TDPR	Roseau
TFFA	Grande Anse
TFFB	Ballif
TFFC	Saint Francois
TFFD	Fort de France
TFFF	Lamentin
TFFG	Grande Case
TFFJ	Saint Barthelemy
TFFM	Marie Galant Grand Bourg
TFFR	Le Raizet
TFFS	Terre de Haut
TGPG	St Georges
TGPY	St Georges Point Salines
TGPZ	Lauriston
TIST	St Thomas
TISX	St Croix Henry E Rohlsen
TJBQ	Aguadilla
TJCP	Culebra
TJFA	Fajardo
TJIG	San Juan FLR Dominicci
TJMZ	Mayaguez
TJNR	Roosevelt Roads NAS
TJPS	Mercedita
TJSJ	San Juan Luis Munoz Marin
TJVQ	Vieques
TKPK	St Kitts Golden Rock
TKPN	Newcastle
TLPC	St Lucia Vigie - George Charles
TLPL	Hewanorra
TNCA	Oranjestad (Aruba) Reina Beatrix
TNCB	Kralendijk Bonaire
TNCC	Willemstad Curacoa
TNCE	St Eustatius FD Roosevelt
TNCM	St Maarten Princess Juliana
TNCS	Saba
TQPF	Wallblake
TRPM	Plymouth
TTCP	Crown Point
TTPP	Piarco
TTPS	Port of Spain
TUPA	Auguste George
TUPJ	Beef Island
TUPW	Virgin Gorda
TVSB	JF Mitchell
TVSC	Canouan
TVSM	Mustique
TVSU	Union Island
TVSV	ET Joshua
TXKF	Bermuda
UAAA	Alma Ata
UAAH	Balkhash
UAAN	Uzunagach
UACC	Astana Akmola?
UACP	Petropavlosk
UADD	Zhambyl Taraz
UAFM	Bishkek Manas
UAFO	Osh
UAFP	Karakol
UAII	Chimkent
UAKD	Zhezkazgan
UAKK	Karaganda
UAOO	Kzyl-Orda
UARR	Uralsk 
UASA	Ayaguz
UASP	Pavlodar
UASS	Semipalatinsk
UATA	Aralsk
UATE	Aktau
UATG	Atyrau
UATR	Chelkar
UATT	Aktyubinsk
UAUR	Arkalyk
UAUU	Kostanay
UBBB	Baku
UBBG	Gyandzha
UBEE	Yevlakh
UEBB	Batagay
UEBN	Nizhne-Yansk
UEEA	Aldan
UEEE	Yakutsk
UELL	Chulman Nerungri
UEMH	Tyoply Kluch
UEMO	Olekminsk
UENN	Nurba
UERL	Lensk
UERP	Polyarny
UERR	Mirny
UERS	Saskylakh
UERT	Vitim
UESO	Chokurdakh
UESS	Chersky
UEST	Tiksi
UESU	Zyryanska
UEVV	Gigansk
UGEE	Yerevan
UGEL	Gumri Shirak
UGGG	Tbilisi
UGGN	Tsnori
UGMM	Mukhrani
UGSS	Sukhumi
UHBA	Arkhara
UHBB	Blagoveschensk
UHBI	Magdagachi
UHBP	Ekimchan
UHHD	Dalnerechensk
UHHH	Khabarovsk
UHHO	Troitskoye
UHKM	Sovetskaya Gavan
UHMA	Anadyr
UHMD	Provindeniya Bay
UHMG	Chaybukha
UHMI	Mys Schmidta
UHMK	Keperveem
UHML	Lavrentiya
UHMM	Magadan
UHMN	Omolon
UHMO	Markovo
UHMP	Pevek
UHMR	Beringovsky
UHMS	Seymchan
UHNN	Nikolaevsk na Amure
UHOO	Okhotsk
UHPB	Usn Bolshertsk
UHPD	Ossora
UHPK	Usn Kamchatsk
UHPM	Milkovo
UHPP	Petropavlovsk Kamchatsky
UHPT	Tilichiki
UHPU	Ust Khayruzovo
UHSH	Okha
UHSO	Zonalnoye
UHSS	Yuzhno Sakhalinsk
UHWW	Vladivostok
UIAA	Chita
UIAM	Mogocha
UIBB	Bratsk
UIII	Irkutsk
UIKB	Bodaybo
UIKK	Kirensk
UINN	Nizhneudinsk
UIUU	Ulan-Ude
UKBB	Kiev Borispol
UKCC	Donetsk
UKCW	Lugansk
UKDD	Dnepropetrovsk
UKDE	Zaparozhye Mokraya
UKDR	Krivoy Rog
UKFF	Simferopol
UKFY	Djankoy
UKHE	Petrovskoye
UKHH	Kharkov
UKHP	Poltawa
UKHS	Sumy
UKKE	Cherkasy
UKKG	Kirovograd
UKKH	Uzin
UKKK	Kiev Zhulyany
UKKM	Gostomel
UKKR	Uksatse
UKKS	Semeynovka
UKKT	Swyatoshino
UKKV	Vitomir
UKLC	Luck
UKLH	Hmelnicij
UKLI	Ivano Frankovsk
UKLL	Lvov
UKLN	Chernovtsy
UKLP	L'viv Stryi
UKLR	Rovno
UKLT	Ternopol
UKLU	Uzhgorod
UKOH	Herson
UKON	Mykolaiv
UKOO	Odessa
UKRR	Chernigow
UKWW	Vinnitsa
ULAA	Arkhangelsk
ULAL	Leshukonskoye
ULAM	Naryan Mar
ULDD	Amderma
ULKK	Kotlas
ULLI	St Petersburg
ULMM	Murmansk
ULOL	Velikiye Luki
ULOO	Pskov
ULPB	Petrozavodsk Besovets
ULPP	Pertozavodsk 
ULWB	Belozyorsk
ULWT	Totma
ULWW	Vologda
UMBB	Brest
UMGG	Gomel
UMII	Vitebsk
UMKK	Kaliningrad Khrabrovo
UMMG	Grodno
UMMM	Minsk
UMMS	Minsk 2
UNAA	Abakan
UNBB	Barnaul
UNEE	Kemerovo
UNIB	Baykit
UNII	Yaniseysk
UNIP	Podkamennaya Tunguska
UNIS	Sovetsky Rudnik
UNIT	Tura
UNIW	Vanavara
UNKB	Boguchany
UNKE	Kezhma
UNKL	Krasnoyarsk Yemelyanovo
UNKY	Kysyl
UNLL	Kolpashevo
UNLW	Novy Vasyugan
UNNT	Novosibirsk Tolmachevo
UNOO	Omsk
UNWW	Novokuznetsk
UODD	Dikson
UOHH	Khatanga
UOOO	Norilsk
UOTT	Turukhansk
URKA	Anapa
URKK	Krasnodar
URKM	Maykop
URMK	Kislovodsk
URML	Makhachkalu
URMM	Mineralnyye Voly
URMN	Nalchik
URMO	Vladikavkaz
URMT	Stavropol
URRM	Morozovsk
URRR	Rostov na Donu
URSS	Sochi
URWA	Astrakhan
URWI	Elista
URWW	Volgograd
USCC	Chelyabinsk Balandino
USCM	Magnitogorsk
USDD	Salekhard
USDH	Kharasavey
USDK	Kamennyi Mys
USDS	Tarko Sale
USDT	Tazovsky
USHB	Beryozovo
USHH	Khanty Mansiysk
USHS	Sovetsky
USKK	Kirov
USMM	Nadym
USNL	Laryak
USNN	Nizhnevartovsk
USNR	Raduzhny
USPP	Perm
USRK	Kogalym
USRR	Surgut
USSE	Severouralsk
USSS	Yekaterinburg
USTO	Tobolsk
USTR	Tyumen Roshchino
USTT	Tumen
USUU	Kurgan
UTAA	Ashgabat
UTAK	Turkmenbashi
UTAT	Tashauz (Dashkhovuz)
UTAV	Chardzhev
UTDD	Dushanbe
UTDK	Kulyab
UTDL	Khudzhand
UTDO	Oktyabrsky
UTDT	Kurgan Tyube
UTED	Dzhizak
UTEE	Sergeli
UTKA	Andizhan
UTKF	Fergana
UTKK	Kokand
UTKN	Namagan
UTNM	Muynak
UTNN	Nukys
UTNT	Turtkul
UTNU	Urgench
UTSA	Navoi
UTSB	Bukhara
UTSH	Shahrisabz
UTSK	Karshi
UTSM	Tamdybulak
UTSN	Zarafshan
UTSR	Sary Asiya
UTSS	Samarkand
UTST	Termez
UTSU	Uchkuduk
UTTT	Tashkent Yuzhny
UTTW	Tashkent Uzmet
UUBP	Bryansk
UUDD	Moscow Domodedovo
UUEE	Moscow Sheremetyevo
UUEM	Tver
UUOB	Belgorod
UUOO	Voronezh Chertovtskoye
UUWW	Moscow Vnukovo
UUYH	Ukhta
UUYP	Pechora
UUYT	Ust Kulom
UUYW	Vorkuta
UUYY	Syktyvkar
UWGG	Nizhny Novgorod
UWKD	Kazan
UWKE	Begishevo
UWKS	Cheboksary
UWLW	Ulyanovsk Vostochny
UWOO	Orenburg
UWOR	Orsk
UWPP	Penza
UWSS	Saratov
UWUU	Ufa
UWWW	Samara Kurumoch
VAAH	Ahmedabad 
VAAK	Akola
VAAU	Aurangabad 
VABB	Bombay
VABI	Bilaspur
VABJ	Bhuj 
VABM	Belgaum 
VABO	Vadodara 
VABP	Bhopal 
VABV	Bhavnagar 
VADN	Daman
VADS	Deesa
VAGN	Guna
VAGO	Goa Navy
VAID	Indore
VAJB	Jabalpur 
VAJJ	Bombay Juhu
VAJM	Jamnagar
VAKD	Khandwa
VAKE	Kandla 
VAKJ	Khajuraho 
VAKP	Kohlapur
VAKS	Keshod 
VAMS	Mandasaur
VAND	Nanded
VANP	Nagpur 
VANR	Nasik Road
VAPG	Pratapgarh
VAPO	Pune
VAPR	Porbandar 
VARG	Ratnagiri
VARK	Rajkot 
VARP	Raipur 
VASA	Sihora
VASG	Songadh
VASL	Sholapur
VASU	Surat
VAUD	Udaipur 
VAWM	Washim
VCBI	Colombo Bandaranaike
VCCA	Anuradhapura
VCCB	Batticaloa
VCCC	Colombu Ratmalana
VCCG	Galoya
VCCJ	Jaffna 
VCCT	Trincomalee
VCCW	Wirawila
VDBG	Battambang
VDKC	Kompong Cham
VDKH	Kompong Chnang
VDKT	Kratie
VDPP	Phnom Penh
VDPT	Pongtuk
VDSR	Siem Reap
VDST	Stung Treng
VDSV	Sihanouk
VDVS	Voeune Sai
VEAN	Along
VEAT	Agartala
VEAZ	Aizwal 
VEBA	Calcutta Behala
VEBC	Berachampa
VEBD	Baghdogra
VEBG	Balurghat
VEBK	Bokaro
VEBL	Barbil
VEBS	Bhubaneshwar
VECC	Calcutta
VECK	Chakulia
VECO	Cooch Behar
VECX	Car Nicobar
VEDB	Dhanbad
VEDZ	Deparijo
VEGK	Gorakhpur
VEGT	Guwahati 
VEGY	Gaya Panchapur
VEHK	Hirakud
VEIM	Imphal Tulihal
VEJH	Jharsuguda 
VEJP	Jeypore
VEJS	Jamshedpur 
VEJT	Jorhat
VEKH	Kathinar
VEKJ	Keonjhar
VEKM	Kamalpur
VEKN	Konark
VEKR	Kailashahar
VEKU	Silchar Kumbhigram
VEKW	Khowai
VELP	Lengpui
VELR	Lilabari North Lakhimpur
VEMH	Malda
VEMN	Dibrugarh Mohanbari
VEMR	Dimapur
VEMZ	Mazaffarpur 
VENP	Nawapara
VEPG	Passighat
VEPH	Panagarh
VEPN	Phulbani
VEPP	Padampur
VEPT	Patna 
VEPU	Purnea
VERA	Ranuna
VERC	Ranchi 
VERG	Rayaguda
VERK	Rourkela
VERL	Raxaul
VERN	Rangeilunda
VERU	Rupsi
VETJ	Tezu
VETK	Tarkeshwar
VETS	Tusra
VEUK	Utkela
VEVZ	Vishakhapatnam 
VEZO	Zero
VGBR	Barisal
VGCB	Cox's Bazaar
VGCM	Comilla
VGEG	Chittagong M.A. Hannan
VGIS	Ishurdi
VGJR	Jessore
VGLM	Lalmonirhat
VGRJ	Rajshahi
VGSD	Saidpur
VGSG	Thakurgaon
VGSH	Shamshernagar
VGSY	Sylhet Osmani
VGTJ	Tejgaon
VGZR	Dhaka Zia Intl
VHHH	Hong Kong Intl
VHSK	Sek Kong
VIAG	Agra
VIAH	Aligarh
VIAL	Allahabad Bamrauli
VIAR	Amritsar 
VIBH	Banihal
VIBK	Bikaner
VIBL	Bakshi Ka Talab
VIBN	Varanasi 
VIBR	Kulu Bhuntar
VIBT	Bhatinda
VIBW	Bhiwani
VIBY	Bareilly
VICG	Chandigarh
VICX	Kanpur Chakeri
VIDD	Delhi - Safdarjung
VIDN	Dehrandun
VIDP	Delhi Indira Gandhi
VIDR	Dadri
VIFB	Farrukhabad
VIFD	Faridkot
VIFZ	Ferojpur
VIGN	Guna (error? VAGN?)
VIGR	Gwalior
VIHR	Hissar
VIJN	Jhansi
VIJO	Jodhpur
VIJP	Jaipur 
VIJR	Jaisalmer
VIJU	Jammu
VIKA	Kanpur 
VIKD	Kud
VIKO	Kota 
VILD	Ludhiana
VILH	Leh
VILK	Lucknow 
VILP	Lalitpur
VIMG	Moga
VINH	Nuh
VINL	Narnaul
VIPK	Pathankot
VIPL	Patiala
VIPT	Nanital Pantnagar
VIQG	Qazigund
VIRB	Raibarelli
VIRG	Reengus
VISB	Sikandrabad
VISM	Shimla
VISP	Saharanpur
VISR	Srinagar 
VIST	Satna
VLAO	Vientiane
VLAP	Attopeu
VLFL	Phongsaly
VLHS	Bane Houei Say
VLKG	Khong I
VLLB	Luang Prabang
VLLN	Luong Nam Tha
VLOS	Oudomsay
VLPS	Pakse
VLPV	Phong Savanh
VLSB	Sayaboury
VLSK	Savannakhet
VLSN	Sam Neua
VLSV	Saravane
VLTK	Thakhek
VLVT	Vientiane Wattay
VLXB	Xaisomboun
VLXK	Xieng Khouang
VMMC	Macau
VNBG	Bajhang
VNBJ	Bhojpur
VNBL	Baglung
VNBP	Bharatpur
VNBR	Bajura
VNBT	Baitadi
VNBW	Bhairahawa 
VNCG	Chandragarhi
VNCJ	Chaurjhari
VNDG	Dang
VNDH	Dhangarhi
VNDL	Darchula
VNDP	Dolpa
VNDR	Dhorpatan
VNDT	Doti
VNGK	Gorkha
VNJI	Jiri
VNJL	Jumla
VNJP	Janakpur
VNJS	Jomsom
VNKT	Kathmandu
VNLD	Lamidada
VNLK	Lukla
VNLT	Langtang
VNMA	Manang
VNMG	Meghauli
VNMN	Mahendranagar
VNNG	Nepalgunj
VNPK	Pokhara
VNPL	Phaplu
VNRB	Rajbiraj
VNRC	Ramechap
VNRK	Rukumkot
VNRP	Rolpa
VNRT	Rumjatar
VNSB	Syanboche
VNSI	Simara
VNSK	Surkhet
VNSL	Salley
VNSR	Sanfebagar
VNST	Simikot
VNTJ	Taplejung
VNTP	Tikapur
VNTR	Tumlingtar
VNVT	Biratnagar
VOAT	Agatti 
VOBG	Bangalore 
VOBI	Bellary
VOBR	Bidar
VOBZ	Vijayawada 
VOCB	Coimbatore 
VOCC	Cochin
VOCI	Cochin Intl 
VOCL	Calicut 
VOCP	Cuddapah
VOCX	Car Nicobar
VODG	Dundigal
VODK	Donakonda
VOGB	Gulbarga
VOHY	Hyderabad 
VOKM	Khamampet
VOKP	Kanchepuram
VOKV	Kavaratti
VOMD	Madurai 
VOMG	Magadi
VOMH	Mahad
VOML	Mangalore 
VOMM	Madras
VOMY	Mysore
VONS	Nagarjunsagar
VONV	Neyveli
VOPB	Port Blair
VOPC	Pondicherry
VOPN	Sri satya Sai
VORG	Ramagundam
VORM	Ramnad
VORR	Raichur
VORY	Rajahmundry
VOSM	Salem
VOTJ	Tanjore
VOTP	Tirupati 
VOTR	Tiruchirappalli 
VOTV	Trivandrum 
VOTX	Tambaran
VOTY	Ootacmund
VOVB	Vikarabad
VOVR	Vellore
VOWA	Warangal
VQPR	Paro
VQTU	Thimbu
VRMG	Gan
VRMH	Hanimaadhoo
VRMK	Kadhdhoo
VRMM	Male
VRMT	Kaadedhdhoo
VTBC	Chanthaburi
VTBD	Bangkok
VTBE	Saraburi
VTBF	Chachoengsao
VTBG	Kanchanaburi
VTBH	Lop Buri Sa Pran Nak
VTBI	Prachin Buri
VTBJ	Phetchaburi Tha Yang
VTBK	Nakhon Pathom
VTBL	Lop Buri
VTBM	Phetchaburi Maruk
VTBN	Prachuap Khiri Khan Pran Buri
VTBP	Prachuap Khiri Khan
VTBR	Ratchaburi
VTBS	Chon Buri Sattahip
VTBT	Chon Buri Bang Phra
VTBU	Rayong Utapao
VTBV	Trat
VTBW	Prachin Buri Watthana Nakhon
VTBX	Ayutthaya
VTBY	Ayuttaya
VTBZ	Lop Buri Nikom Sang Ton Eng
VTCA	Chiang Rai Chiang Khong
VTCB	Phayao Ban Chiang Kham
VTCC	Chiang Mai
VTCD	Nan Chiang Klang
VTCE	Nan Ban Pua
VTCF	Uttaradit West
VTCH	Mae Hong Son
VTCI	Mae Hong Son Pai
VTCK	Mae Hong Son Khun Yuam
VTCL	Lampang
VTCN	Nan
VTCO	Lamphun Pa Sak
VTCP	Phrae
VTCR	Chiang Rai Rob Wiang
VTCS	Mae Hong Son Mae Sariang
VTCT	Chiang Rai Int
VTPA	Chonburi Phatthaya
VTPC	Chonburi Sichang
VTPH	Prachuap Khiri Khan Hua Hin
VTPI	Nakhon Sawan Takhli
VTPK	Rayong Map Kha
VTPL	Phetchabun Lom Sak
VTPM	Tak Mae Sot
VTPN	Nakhon Sawan
VTPO	Sukhothai
VTPP	Phitsanulok
VTPR	Ratchaburi Photharam
VTPS	Phitsanulok Sarit Sena
VTPT	Tak
VTPU	Uttaradit
VTPY	Tak Sam Ngao
VTSA	Satun
VTSB	Surat Thani
VTSC	Narathiwat
VTSD	Chumphon Tab Gai
VTSE	Chumphon
VTSF	Nakhon Si Thamarat
VTSG	Krabi
VTSH	Songkhla
VTSK	Pattani
VTSM	Surat Thani Samui
VTSN	Nakon Si Thammarat
VTSO	Surat Thani Don Nok
VTSP	Phuket
VTSR	Ranong
VTSS	Songkhla Hat Yai
VTST	Trang
VTSY	Ya La
VTUA	Kalasin Ban Na Khu
VTUB	Nakhon Phanom Mukdahan
VTUC	Chaiyaphum
VTUD	Udon Thani
VTUE	Sakon Nakkon Nam Phung Dam N
VTUF	Sakon Nakkon Nam Phung Dam S
VTUG	Chaiyaphum Phu Khieo
VTUH	Nakhon Ratchasima Pak Chong
VTUI	Sakhon Nakhon Bankhai
VTUJ	Surin
VTUK	Khon Kaen
VTUL	Loei
VTUM	Nongkhai
VTUN	Nakhon Ratchasima Korat
VTUO	Burirum
VTUP	Nakhon Phanom
VTUQ	Nakhon Ratchasima
VTUR	Roi Et Rob Muang
VTUS	Sakon Nakhon
VTUT	Ubon Ratchathani Loeng Nok Tha
VTUU	Ubon Ratchathani
VTUV	Roi Et
VTUW	Nakhon Phanom West
VTUZ	Khon Kaen Nam Phung Dam
VVAL	Anloc
VVBM	Buonmethuot
VVCB	Caobang
VVCI	Catbi
VVCL	Camly
VVCM	Camau
VVCR	Camranh
VVCS	Conson
VVCT	Cantho
VVDB	Dienbienphu
VVDL	Dalat Lienkhuong
VVDN	Danang
VVKP	Kep
VVLK	Lakay
VVNB	Hanoi Noibai
VVNS	Nasan
VVNT	Nhatrang
VVPB	Hue Phubai
VVPC	Phucat
VVPK	Pleiku Cu Hanh
VVPQ	Phuquoc
VVPT	Phanthiet
VVQN	Quinhon
VVRG	Rachgia
VVTH	Tuyhoa Dongtac
VVTS	Ho Chi Minh Tansonnhat
VVVH	Vinh
VVVT	Vungtau
VVVV	Hanoi Gialam
VYAN	Ann
VYAS	Anisakan
VYBG	Bagan
VYBM	Banmaw
VYBO	Bago
VYBP	Bokepyin
VYCI	Coco Island
VYCZ	Mandalay Chanmya Tha Zi
VYDW	Dawei
VYGG	Gantgaw
VYGW	Gwa
VYHB	Hmawby
VYHH	Heho
VYHL	Hommalin
VYHN	Htilin
VYHT	Hinthadu
VYKG	Kengtung
VYKH	Khatar
VYKI	Kanti
VYKL	Kalay
VYKP	Kyaukpyu
VYKT	Kawthoung
VYKU	Kyauktu
VYLK	Loikaw
VYLN	Lonekin
VYLO	Langkho
VYLS	Lashio
VYLY	Lanywa
VYMA	Myoungmya
VYMD	Mandalay
VYME	Myeik
VYMG	Myingyan
VYMH	Mong Hpayak
VYMI	Mongyai
VYMK	Myitkyina
VYML	Meiktila
VYMM	Mawlamyine
VYMN	Manaung
VYMO	Momeik
VYMP	Mongpyin
VYMS	Mong Hsat
VYMT	Mong Tong
VYMU	Myauk U
VYMW	Magway
VYMY	Monywar
VYNM	Naungmom
VYNP	Nampong
VYNS	Namsang
VYNT	Namtu
VYPA	Hpa An
VYPB	Phonngbyin
VYPE	Paletwa
VYPI	Pearl Island
VYPK	Pauk
VYPL	Pinlebu
VYPN	Pathein
VYPP	Hpapun
VYPT	Putao
VYPU	Pakhokku
VYPW	Palaw
VYPY	Pyay
VYSA	Saw
VYSB	Shinbweyang
VYSL	Salingyi
VYSO	Sedoktayar
VYST	Shante
VYSW	Sittwe
VYTD	Thandwe
