ICAO	city
LFCR	Rodez-Marcillac 
LFCS	Bordeaux-Leognan-Saucats
LFCT	Thouars
LFCU	Ussel-Thalamy
LFCV	Villefranche-De-Rouergue 
LFCW	Villeneuve-Sur-Lot 
LFCX	Castelsarrasin-Moissac 
LFCY	Royan-Medis 
LFCZ	Mimizan 
LFDA	Aire-Sur-Adour
LFDB	Montauban-Ville 
LFDC	Montendre-Marcillac
LFDE	Egletons 
LFDF	St-Foy-La-Grande 
LFDG	Gaillac-Lisle-Sur-Tarn
LFDH	Auch-La-Mothe
LFDI	Libourne-Artigues-De-Lussac
LFDJ	Pamiers-Les-Pujols
LFDK	Soulac-Sur-Mer
LFDL	Loudun 
LFDM	Marmande-Virazeil 
LFDN	Rochefort-St-Agnant
LFDO	Bordeaux-Souge
LFDP	St-Pierre-D'oleron 
LFDQ	Castelnau-Magnoac 
LFDR	La-Reole-Floudes 
LFDS	Sarlat Domme
LFDT	Tarbes-Laloubere 
LFDU	Lesparre-St-Laurent-De-Medoc
LFDV	Couhe-Verac
LFDW	Chauvigny
LFDX	Fumel-Montayral
LFDY	Bordeaux-Yvrac 
LFDZ	Condat-Sur-Vezere
LFEA	Belle-Ile 
LFEB	Dinan-Trelivan 
LFEC	Ouessant-Ile 
LFED	Pontivy 
LFEF	Amboise Dierre
LFEG	Argenton-Sur-Creuse 
LFEH	Aubigny-Sur-Nere 
LFEI	Briare-Chatillon 
LFEJ	Chateauroux-Villers
LFEK	Issoudun-Le-Fay 
LFEL	Le-Blanc
LFEM	Montargis-Vimory
LFEN	Tours-Sorigny 
LFEO	St-Malo-St-Servan 
LFEP	Pouilly-Maconge
LFEQ	Quiberon 
LFER	Redon-Bains-Sur-Oust 
LFES	Guiscriff-Scaer
LFET	Til-Chatel-Veronnes 
LFEU	Bar-Le-Duc-Les-Hauts 
LFEV	Gray-St-Adrien 
LFEW	Saulieu-Liernais
LFEX	Nancy-Azelot 
LFEY	Ile-D'yeu-Le-Grand-Phare 
LFEZ	Nancy-Malzeville 
LFFB	Buno-Bonnevaux 
LFFC	Mantes-Cherence 
LFFD	St-Andre-De-L'eure 
LFFE	Enghien-Moisselles 
LFFG	La-Ferte-Gaucher 
LFFH	Chateau-Thierry Belleau
LFFI	Ancenis 
LFFJ	Joinville-Mussey 
LFFK	Fontenay-Le-Comte 
LFFL	Bailleau-Armenonville 
LFFM	Lamotte-Beuvron 
LFFN	Brienne-Le-Chateau 
LFFP	Pithiviers 
LFFQ	La Ferte Alais
LFFR	Bar-Sur-Seine 
LFFT	Neufchateau-Rouceux 
LFFU	Chateauneuf-Sur-Cher 
LFFV	Vierzon-Mereau 
LFFW	Montaigu-St-Georges 
LFFX	Tournus-Cuisery 
LFFY	Etrepagny 
LFFZ	Sezanne-St-Remy 
LFGA	Colmar-Houssen 
LFGB	Mulhouse-Habsheim 
LFGC	Strasbourg-Neuhof 
LFGD	Arbois
LFGE	Avallon 
LFGF	Beaune-Challanges 
LFGG	Belfort-Chaux 
LFGH	Cosne-Sur-Loire 
LFGI	Dijon-Darois 
LFGJ	Dole-Tavaux 
LFGK	Joigny-Beauregard 
LFGL	Lons-Le-Saunier-Courlaoux 
LFGM	Montceau-Les-Mines-Pouilloux
LFGN	Paray-Le-Monial 
LFGO	Pont-Sur-Yonne 
LFGP	St-Florentin-Cheu 
LFGQ	Semur-En-Auxois
LFGR	Doncourt-Les-Conflans 
LFGS	Longuyon-Villette 
LFGT	Sarrebourg-Buhl 
LFGU	Sarreguemines-Neunkirch 
LFGV	Thionville-Yutz 
LFGW	Verdun-Le-Rozelier 
LFGX	Champagnole-Crotenay 
LFGY	St-Die-Remomeix 
LFGZ	Nuits-Saint-Georges
LFHA	Issoire-Le-Broc 
LFHB	Moulins Avermes
LFHC	Perouges-Meximieux
LFHD	Pierrelatte 
LFHE	Romans-St-Paul 
LFHF	Ruoms 
LFHG	St-Chamond-L'horme 
LFHH	Vienne-Renentin
LFHI	Morestel 
LFHJ	Lyon-Corbas 
LFHK	Camp De Canjuers
LFHL	Langogne-Lesperon 
LFHM	Megeve
LFHN	Bellegarde-Vouvray 
LFHO	Aubenas-Vals-Lanas
LFHP	Le-Puy-Loudes
LFHQ	St-Flour-Coltines
LFHR	Brioude-Beaumont 
LFHS	Bourg-Ceyzeriat
LFHT	Ambert-Le-Poyet 
LFHU	L'alpe-D'huez 
LFHV	Villefranche-Tarare 
LFHW	Belleville-Villie-Morgan 
LFHX	Lapalisse-Perigny 
LFHY	Moulins-Montbeugny
LFHZ	Sallanches-Mont-Blanc
LFIB	Belves-St-Pardoux
LFIC	Cross Corsen
LFID	Condom-Valence-Sur-Baise 
LFIE	Cross Etel
LFIF	St-Affrique-Belmont 
LFIG	Cassagnes-Begonhes 
LFIH	Chalais 
LFIJ	Cross Jobourg
LFIK	Riberac-St-Aulaye 
LFIL	Rion-Des-Lanes 
LFIM	St-Gaudens-Montrejeau 
LFIN	Cross Griz Nez
LFIO	Toulouse-Montaudran 
LFIP	Peyresourde
LFIR	Revel-Montgey 
LFIT	Toulouse-Bourg-St-Bernard 
LFIV	Vendays-Montalivet 
LFIX	Itxassou 
LFIY	St-Jean-D'angely-St-Denis 
LFJA	Chaumont Semoutiers
LFJB	Mauleon
LFJC	Clamecy
LFJD	Corlier
LFJE	La Motte Chalancon
LFJF	Aubenasson
LFJG	Cross La Garde
LFJH	Cazeres Palaminy
LFJI	Marennes
LFJL	Metz Nancy Lorraine
LFJM	Chailley
LFJR	Angers Marce
LFJS	Soissons Courmeilles
LFJT	Tours De Louroux
LFJU	Lurcy Levis
LFKA	Albertville
LFKB	Bastia Poretta
LFKC	Calvi/Ste Catherine
LFKD	Sollieres-Sardieres 
LFKE	St-Jean-En-Royans 
LFKF	Figari
LFKG	Ghisonaccia Alzitone
LFKH	St-Jean-D'avelanne 
LFKJ	Ajaccio Campo Dell'oro
LFKL	Lyon-Brindas 
LFKM	St-Galmier 
LFKO	Propriano
LFKP	La-Tour-Du-Pin-Cessieu 
LFKS	Solenzara
LFKT	Corte - Corse Airport
LFKX	Meribel 
LFKY	Belley-Peyrieu 
LFKZ	St-Claude-Pratz 
LFLA	Auxerre-Branches 
LFLB	Chambery-Aix-Les-Bains 
LFLC	Clermont-Ferrand-Aulnat 
LFLD	Bourges 
LFLE	Chambery-Challes-Les-Eaux 
LFLG	Grenoble-Le-Versoud 
LFLH	Chalon-Chamforgeuil 
LFLI	Annemasse 
LFLJ	Courchevel 
LFLK	Oyonnax-Arbent 
LFLL	Lyon-Satolas 
LFLM	Macon-Charnay
LFLN	St-Yan 
LFLO	Roanne-Renaison 
LFLP	Annecy-Meythet 
LFLQ	Montelimar-Ancone 
LFLR	St-Rambert-D'albon 
LFLS	Grenoble-St-Geoirs
LFLT	Montlucon-Domerat 
LFLU	Valence Chabeuil 
LFLV	Vichy-Charmeil 
LFLW	Aurillac 
LFLX	Chateauroux-Deols 
LFLY	Lyon-Bron 
LFLZ	Feurs-Chambeon 
LFMA	Aix/Les Milles
LFMC	Le-Luc-Le-Cannet
LFMD	Cannes-Mandelieu 
LFME	Nimes-Courbessac 
LFMF	Fayence 
LFMG	La-Montagne-Noire
LFMH	St-Etienne Boutheon 
LFMI	Istres-Le-Tube' 
LFMK	Carcassone-Salvaza
LFML	Marseille 
LFMN	Nice-Cote-D'azur
LFMO	Orange-Caritat
LFMP	Perpignan-Rivesalter
LFMQ	Le-Castellet 
LFMR	Barcelonnette-St-Pons
LFMS	Ales-Deaux 
LFMT	Montpellier-Frejorgues 
LFMU	Beziers-Vias 
LFMV	Avignon-Caumont 
LFMW	Castelnaudary-Villeneuve 
LFMX	Chateau-Arnoux-St-Auban 
LFMY	Salon-De-Provence 
LFMZ	Lezignan-Corbieres
LFNA	Gap-Tallard 
LFNB	Mende-Brenoux
LFNC	Montdauphin-St-Crepin 
LFND	Pont-St-Esprit 
LFNE	Salon-Eyguieres
LFNF	Vinon 
LFNG	Montpellier-L'or 
LFNH	Carpentras 
LFNJ	Aspres-Sur-Buech 
LFNK	Vars Les Crosses Et Les Tronches
LFNL	St-Martin-De-Londres 
LFNM	La-Mole-St-Tropez 
LFNO	Florac-Ste-Enimie 
LFNP	Pezenas-Nizas 
LFNQ	Mont-Louis-La-Quillane 
LFNR	Berre-La-Farre 
LFNS	Sisteron-Theze 
LFNT	Avignon/Pujaut 
LFNU	Uzes 
LFNV	Valreas-Visan 
LFNW	Puivert 
LFNX	Bedarieux-La-Tour-Sur-Ord 
LFNY	Saint Etienne En Devoluy
LFNZ	Le-Mazet-De-Romanin
LFOA	Avord 
LFOB	Beauvais-Tille
LFOC	Chateaudun
LFOD	Saumur-St-Florentin 
LFOE	Evreux-Fauville 
LFOF	Alencon-Valframbert
LFOG	Flers-St-Paul 
LFOH	Le-Havre-Octeville
LFOI	Abbeville 
LFOJ	Orlean-Bricy 
LFOK	Chalons-Vatry 
LFOL	L'aigle-St-Michel 
LFOM	Lessay 
LFON	Dreux-Vernouillet 
LFOO	Les-Sables-D'olonne-Talmont 
LFOP	Rouen-Boos 
LFOQ	Blois-Le-Breuil 
LFOR	Chartres-Champhol
LFOS	St-Valery-Vittefleur 
LFOT	Tours-St-Symphorien 
LFOU	Cholet-Le-Pontreau
LFOV	Laval-Entrammes
LFOW	St-Quentin-Roupy 
LFOX	Etampes-Mondesir 
LFOY	Le-Havre-St-Romain 
LFOZ	Orleans-St-Denis-De-L'hotel 
LFPA	Persan-Beaumont 
LFPB	Paris-Le-Bourget 
LFPC	Creil-Senlis 
LFPD	Bernay-St-Martin 
LFPE	Meaux-Esbly 
LFPF	Beynes-Thiverval 
LFPG	Paris-Charles-De-Gaulle 
LFPH	Chelles-Le-Pin 
LFPI	Paris Issy Les Moulineaux
LFPJ	Taverny
LFPK	Coulommiers-Voisins
LFPL	Logne-Emerainville 
LFPM	Melun-Villaroche
LFPN	Toussus-Le-Noble
LFPO	Paris-Orly 
LFPP	Le-Plessis-Belleville 
LFPQ	Fontenay-Tresigny 
LFPR	Guyancourt 
LFPS	Paris Ville
LFPT	Pontoise-Cormeilles-En-Vexin
LFPU	Moret-Episy 
LFPV	Villacoublay-Velizy 
LFPX	Chavenay-Villepreux
LFPY	Bretigny-Sur-Orge
LFPZ	St-Cyr-L'ecole 
LFQA	Reims-Prunay
LFQB	Troyes-Barberey 
LFQC	Luneville-Croismare 
LFQD	Arras-Roclincourt 
LFQE	Etain-Rouvres 
LFQF	Autun-Bellevue 
LFQG	Nevers-Fourchambault 
LFQH	Chatillon-Sur-Seine
LFQI	Cambrai-Epinoy
LFQJ	Maubeuge-Elesmes 
LFQK	Chalons-Ecury-Sur-Coole 
LFQL	Lens-Benifontaine 
LFQM	Besancon-La-Veze
LFQN	St-Omer-Wizernes 
LFQO	Lille-Marcq-En-Baroeul 
LFQP	Phalsbourg-Bourscheid 
LFQQ	Lille-Lesquin 
LFQR	Romilly-Sur-Seine 
LFQS	Vitry-En-Artois 
LFQT	Merville-Calonne 
LFQU	Sarre-Union
LFQV	Charleville-Mezieres 
LFQW	Vesoul-Frotey 
LFQX	Juvancourt 
LFQY	Saverne-Steinbourg 
LFQZ	Dieuze-Gueblange 
LFRA	Angers-Avrille 
LFRB	Brest-Guipavas 
LFRC	Cherbourg-Maupertus 
LFRD	Dinard-Pleurtuit-St-Malo 
LFRE	La-Baule-Escoublac 
LFRF	Granville 
LFRG	Deauville-St-Gatien 
LFRH	Lorient-Lann-Bihoue
LFRI	La-Roche-Sur-Yon-Les-Ajones 
LFRJ	Landivisiau 
LFRK	Caen-Carpiquet
LFRL	Lanveoc-Poulmic 
LFRM	Le-Mans-Arnage 
LFRN	Rennes-St-Jacques 
LFRO	Lannion-Servel
LFRP	Ploermel-Loyat
LFRQ	Quimper-Pluguffan 
LFRS	Nantes-Chateau-Bougon 
LFRT	St-Brieuc-Armor 
LFRU	Morlaix-Ploujean 
LFRV	Vannes-Meucon
LFRW	Avranches-Le-Val-St-Pere 
LFRZ	St-Nazaire-Montoir 
LFSA	Besancon-Thise
LFSB	Basle-Mulhouse 
LFSC	Colmar-Meyenheim 
LFSD	Dijon/Longvic
LFSE	Epinal-Dogneville
LFSF	Metz-Frescaty 
LFSG	Epinal-Mirecourt
LFSH	Haguenau 
LFSI	St-Dizier-Robinson 
LFSJ	Sedan-Douzy 
LFSK	Vitry-Le-Francois-Vauclerc 
LFSL	Toul-Rosieres 
LFSM	Montbeliard-Courcelles
LFSN	Nancy-Essey 
LFSO	Nancy-Ochey 
LFSP	Pontarlier 
LFSQ	Belfort-Fontaine 
LFSR	Reims-Champagne 
LFST	Strasbourg-Entzheim
LFSU	Rolampont
LFSV	Pont-St-Vincent
LFSW	Epernay-Plivot 
LFSX	Luxeuil-St-Sauveur 
LFSY	Chaumont-La-Vendue 
LFSZ	Vittel-Champ-De-Courses 
LFTB	Marignane Berre
LFTF	Cuers-Pierrefeu 
LFTG	Cannes Palm Beach
LFTH	Hyeres-Le-Palyvestre 
LFTM	Serres La Batie Montsaleon
LFTN	La-Grand-Combe
LFTP	Puimoisson 
LFTQ	Chateaubriant Pouance
LFTR	Toulon
LFTU	Frejus-St-Raphael 
LFTW	Nimes-Garons 
LFVM	Miqelon
LFVP	Saint Pierre
LFXA	Amberieu-En-Bugey
LFXB	St-Thenac 
LFXE	Camp de Mourmelon
LFXF	Limoges Romenat
LFXG	Bitche
LFXH	Le-Valdahon
LFXI	Saint Christol
LFXK	Suippes
LFXL	Mailly le camp
LFXM	Mourmelon
LFXP	Sissonne
LFXQ	Coetquidan
LFXR	Rochefort-Soubise 
LFXS	Courtine
LFXT	Caylus
LFXU	Les-Mureaux 
LFXV	Lyon Mont Verdun
LFXW	Larzac
LFYD	Damblain
LFYG	Cambrai Niergnies
LFYH	Broye Les Pesmes
LFYK	Montmedy Marville
LFYL	Lure Malbouhans
LFYM	Marigny-Le-Grand 
LFYQ	Bordeaux Souge
LFYR	Romorantin-Pruniers 
LFYS	Ste-Leocadie
LFYT	St-Simon-Clastres 
LFYU	Chenvieres
LGAD	Andravida
LGAG	Agrinion
LGAL	Alexandroupolls
LGAM	Amphiali
LGAT	Athens
LGAX	Alexandria
LGBL	Nea Anchialos
LGEL	Elefsis
LGEP	Epitalion
LGHI	Khios
LGHL	Porto Cheli
LGIK	Ikaria
LGIO	Ioannina
LGIR	Heraklion
LGKA	Kastoria
LGKC	Kithira
LGKF	Kefallinia
LGKJ	Kastelorizo
LGKL	Kalamata
LGKM	Kavala Amigdhaleon
LGKN	Marathon Kotroni
LGKO	Kos
LGKP	Karpathos
LGKR	Kerkyra
LGKS	Kasos
LGKV	Kavala Megas Alexandros
LGKZ	Kozani
LGLE	Leros
LGLM	Limnos
LGLR	Larisa
LGMG	Megara Mil
LGMK	Mikonos
LGML	Milos
LGMR	Marathon
LGMT	Mitilini
LGNX	Naxos
LGPA	Paros
LGPL	Astypalaia
LGPZ	Preveza
LGRD	Rodos Maritsa
LGRP	Rodos Diagoras
LGRX	Araxos
LGSA	Khania (Souda)
LGSD	Sedes
LGSK	Skiathos
LGSM	Samos
LGSO	Sykros
LGSP	Sparti
LGSR	Santorini
LGST	Sitia
LGSV	Stefanovikion
LGSY	Skiros
LGTG	Tanagra
LGTL	Kasteli
LGTP	Tripolis
LGTS	Thessaloniki
LGTT	Dekelia Tatoi
LGVO	Volos
LGZA	Zakinthos
LHBC	Bekescsaba
LHBP	Budapest
LHBS	Budaors
LHDC	Debrecen
LHDK	Dunakeszi
LHDV	Dunaujvaros
LHEM	Esztergom
LHFH	Farkashegy
LHFM	Fertoszentmiklos
LHGD	Godollo
LHGY	Gyongyos
LHHH	Harmashatarhegy
LHJK	Jakabszallas
LHKC	Kecel
LHKE	Kecskemet
LHKH	Kiskunfelegyhaza
LHKV	Kaposvar
LHMC	Miskolc
LHNY	Nyiregyhaza
LHOY	Ocseny
LHPA	Papa
LHPP	Pecs Pogany
LHPR	Per
LHSA	Szentkiralyszabadja
LHSK	Siofok
LHSM	Sarmellek
LHSN	Szolnok
LHSS	Szolnok Szandasolos
LHSY	Szombathely
LHSZ	Szentes
LHTA	Taszar
LHTL	Tokol
LHUD	Szeged
LHZA	Zalaegerszeg
LIAF	Foligno
LIAP	L'aquila Preturo
LIAQ	Aquino 
LIAR	Furbara
LIAT	Pontedera
LIAU	Capua 
LIBA	Amendola
LIBC	Crotone S Anna
LIBD	Bari Palese
LIBF	Foggia Gino Lisa
LIBG	Grottaglie
LIBN	Lecce Galatine
LIBP	Pescara
LIBR	Brindisi
LIBV	Gioia Del Colle
LIBX	Martina Franca
LICA	Lamezia Terme
LICC	Catania Fontana Rossa
LICD	Lampedusa 
LICG	Pantelleria
LICJ	Palermo Punta Raisi 
LICK	Siracusa
LICL	Gela
LICP	Palermo Bocca De Falco
LICR	Reggio Calabria 
LICT	Trapani 
LICZ	Catania Sigonella
LIDA	Asiago
LIDB	Belluno
LIDC	Ca' Negra
LIDE	Reggio Emilia
LIDF	Fano Airport
LIDG	Lugo Di Romagna 
LIDH	Thiene
LIDI	Cortina D'ampezzo
LIDK	Casarsa
LIDL	Legnano Airport
LIDP	Pavullo Frignano 
LIDR	Ravenna
LIDS	San Leo
LIDT	Trento Mattarello
LIDU	Carpi Budrione
LIDV	Prati Vecchi Di Aguscello
LIDW	Salgareda
LIEA	Alghero Fertilia
LIED	Decimomannu
LIEE	Cagliari Elmas
LIEN	Fonni
LIEO	Olbia Costa Smeralda
LIEP	Perdasdefogu
LIER	Oristano Fenosu
LIET	Arbatax Tortoli' 
LIFJ	Jacotenente
LIFM	Marsala
LIFO	Otranto
LILA	Alessandria 
LILB	Alzate Brianza 
LILC	Calcinate Di Pesce
LILE	Biella Cerrione
LILG	Vergiate 
LILH	Voghera Rivanazzano
LILI	Vercelli
LILM	Casale Monferrato
LILN	Varese Venegono
LILO	Caiolo
LILQ	Massa Cinquale
LILR	Cremona Migliaro
LILV	Valbrembo
LILY	Como Sea Plane
LIMA	Torino Aeritalia
LIMB	Milano Bresso
LIMC	Milano Malpensa
LIME	Bergamo
LIMF	Turin
LIMG	Albenga
LIMJ	Genova Sestri
LIML	Milano Linate
LIMN	Cameri
LIMP	Parma
LIMR	Novi Ligure
LIMS	Piacenza S Damiano
LIMW	Aosta 
LIMZ	Cuneo Levaldigi
LINL	Lecce Lepore San Cataldo
LINM	Manduria (Military)
LIPA	Aviano
LIPB	Bolzano
LIPC	Cervia
LIPD	Udine Campoformido
LIPE	Bologna
LIPF	Ferrara S Luca
LIPG	Gorizia
LIPH	Treviso Sant'angelo
LIPI	Rivolto
LIPK	Forli' 
LIPL	Ghedi
LIPM	Modena Marzaglia 
LIPN	Verona Boscomantico
LIPO	Brescia Montechiari
LIPQ	Trieste Ronchi Dei Legionari
LIPR	Rimini
LIPS	Istrana (Mil)
LIPT	Vicenza
LIPU	Padova
LIPV	Venezia San Nicolo
LIPW	Monte Venda
LIPX	Verona Villafranca
LIPY	Ancona Falconara
LIPZ	Venezia Tessera
LIQB	Arezzo
LIQL	Lucca Tassignano
LIQN	Rieti
LIQS	Siena Ampugnano
LIQW	Sarzana Luni
LIRA	Roma Ciampino
LIRB	Vigna di Valle
LIRC	Centocelle
LIRD	Poggio Ballone
LIRE	Pratica Di Mare
LIRF	Roma Fiumicino
LIRG	Guidonia 
LIRH	Frosinone
LIRI	Salerno
LIRJ	Elba
LIRL	Latina Casale
LIRM	Grazzanise
LIRN	Napoli
LIRO	Licola Mil
LIRP	Pisa San Giusto 
LIRQ	Firenze Peretola
LIRS	Grosseto
LIRU	Roma Urbe
LIRV	Viterbo
LIRZ	Perugia s egidio
LIVH	Lame di Concordia
LIVK	Poggio Renatico
LJAJ	Ajdovscina
LJBL	Lesce
LJBO	Bovec
LJCE	Cerklje
LJCL	Celje
LJLJ	Ljubljana
LJMB	Maribor
LJMS	Murska
LJNM	Novo Mesto
LJPO	Postojna
LJPT	Ptuj
LJPZ	Portoroz
LJSG	Slovenj Gradec
LJVE	Velenje
LKBA	Breclav
LKBC	Bechyne
LKBE	Benesov
LKBL	Blatna
LKBO	Bohunovice
LKBR	Broumov
LKBU	Bubovice
LKCB	Cheb
LKCE	Ceska Lipa
LKCH	Chomutov
LKCL	Cernovice
LKCM	Medlanky
LKCO	Chocen
LKCR	Chrudim
LKCS	Ceske Budejovice
LKCT	Chotebor
LKCV	Caslav
LKDK	Dvur Kralove
LKER	Erpruzice
LKFR	Frydlant
LKHB	Havlickuv Brod
LKHC	Horice
LKHD	Hodkovice
LKHK	Hradec Kralove
LKHN	Hranice
LKHO	Holesov
LKHR	Hradcany
LKHS	Hosin
LKHV	Horovice
LKJA	Jaromer
LKJC	Jicin
LKJH	Jindrichuv Hradec
LKJI	Jihlava
LKKA	Krizanov
LKKB	Kbely
LKKC	Krizenec
LKKL	Kladno
LKKM	Kromeriz
LKKO	Kolin
LKKR	Krnov
LKKT	Klatovy
LKKU	Kunovice
LKKV	Karloy Vary
LKKY	Kyjov
LKLB	Liberic
LKLN	Line
LKLT	Letnany
LKMB	Milada Boleslav
LKMH	Mnichovo Hradiste
LKMI	Mikulovice
LKMK	Moravska Trebova
LKML	Mlada
LKMO	Most
LKMR	Marianske Lazne
LKMT	Ostrava Mosnov
LKNA	Namest
LKNM	Nove Mesto
LKNY	Nymburk
LKOL	Olomouc
LKOT	Otrokovice
LKPA	Policka
LKPB	Bory
LKPD	Pardubice
LKPI	Pribyslav
LKPJ	Prostejov
LKPK	Krasovice
LKPL	Letkov
LKPM	Pribram
LKPN	Podhorany
LKPO	Prerov
LKPR	Prague Ruzyne
LKPS	Plasy
LKPV	Pacov
LKPY	Panensky Tynec
LKRA	Rana
LKRK	Rakovnik
LKRO	Roudnice
LKSA	Stankov
LKSB	Stichovice
LKSK	Skutec
LKSN	Slany
LKSO	Sobeslav
LKSR	Strunkovice
LKST	Strakonice
LKSU	Sumperk
LKSZ	Sazena
LKTA	Tabor
LKTB	Brno Turany
LKTC	Tocna
LKTD	Tachov
LKTO	Touzim
LKTV	Vsechov
LKUO	Usti Nad Orlici
LKVL	Vlasim
LKVM	Vysoke Myto
LKVO	Vodochody
LKVP	Velke Porici
LKVR	Vrchlabi
LKVY	Vyskov
LKZA	Zabreh
LKZB	Zbraslavice
LKZC	Zatec
LKZM	Zamberk
LKZN	Znojmo
LLAZ	Katif
LLBG	Tel Aviv
LLBS	Beer Sheeba Teyman
LLEK	Tel Nof
LLES	Eyn Shemer
LLET	Eilat
LLEY	Eyn Yahav
LLFK	Fiq
LLHA	Haifa
LLHB	Beet Sheeba Hatzerim
LLHS	Hatzor
LLHZ	Herzlia
LLIB	Rosh Pina
LLJR	Jerusalem
LLKS	Kiryat Shmona
LLMG	Megido
LLMR	Mitzpe Ramon
LLMZ	Metzada
LLNV	Nevatim
LLOV	Ovda
LLRD	Ramat David
LLRM	Ramon
LLSD	Tel Aviv Sde Dov
LMMG	Gozo Hel
LMML	Malta
LNMC	Monaco Hel
LOAA	Ottenschlag
LOAB	Dobersberg
LOAC	Kittsee LKH Hel
LOAD	Voltendorf
LOAE	Eisenstadt LKH Hel
LOAG	Krems Langenlois
LOAH	Horn KH Hel
LOAI	Wiener Neudorf Hel
LOAK	Krems KH Hel
LOAL	Leopoldsdorf im Marchfeld
LOAM	Wien Meidling Hel
LOAN	Wiener Neustadt Ost
LOAO	Oberpullendorf Hel
LOAS	Spitzerberg
LOAT	Eisenstadt
LOAU	Stockerau
LOAV	Voslau
LOGF	Furstenfeld
LOGG	Punitz Gussing
LOGH	Grz LKH Hel
LOGI	Trieben
LOGK	Kapfenberg
LOGL	Lanzen Turnau
LOGM	Mariazell
LOGO	Niederoblaun
LOGP	Pinkafeld
LOGR	Oberwart KH Hel
LOGT	Leoben Timmersdorf
LOGW	Weiz Unterfladnitz
LOIA	Kitzbuhel KH Hel
LOIB	Kitzbuhel Horlahof Hel
LOIE	Reutte KH Hel
LOIH	Hohenems Dornbirn
LOIJ	St Johann
LOIK	Kufstein Langkampfen
LOIR	Reutte Hofen
LOIS	Wattens Swarowski
LOIT	St Johnann Tirol KH Hel
LOIU	Innsbruck Uni Klinik
LOIW	Waidring Hel Transporte
LOIZ	Schwaz KH Hel
LOKA	Klagenfurt LKH Hel
LOKB	Bad Kleinkirchheim
LOKC	Ferlach Glock
LOKD	Villach Foderlach
LOKE	Hermagor KH
LOKF	Feldkirchen Ossiachersee
LOKG	Ferlach Glainach
LOKH	Freisach Hirt
LOKI	Wietersdorf
LOKJ	Lienz KH
LOKK	Hallegg Klagenfurt Schloss
LOKL	Lienz Nikolsdorf
LOKM	Mayerhofn Bei Freisach
LOKN	Notsch im Gailtal
LOKO	Goldeck Talstation
LOKR	St Donat Mairsit
LOKS	St Andra im Lavanttal
LOKT	Villach LKH
LOKV	Volkermarkt Febau
LOKW	Wolfsberg
LOKZ	Zwathof
LOLC	Scharnstein
LOLE	Eferding
LOLF	Freistadt
LOLG	St Georegen am Ybbsfeld
LOLH	Hofkirchen
LOLK	Ried Kirchheim
LOLM	Micheldorf
LOLO	Linz Ost
LOLS	Scharding
LOLT	Seitenstetten
LOLU	Gmunden Laarkirchen
LOLW	Wels
LOSJ	St Johann Pongau
LOSK	Koppl
LOSM	Mauterndorf
LOSS	Schwarzach KH Hel
LOWG	Graz
LOWI	Innsbruck
LOWK	Klagenfurt
LOWL	Linz
LOWS	Salzburg
LOWW	Vienna
LOWZ	Zell am See
LOXA	Aigen Ennstal
LOXG	Graz Mil
LOXK	Klagenfurt Mil
LOXL	Horsching Mil
LOXN	Wiener Neustadt Ost Mil
LOXS	Schwaz
LOXT	Langenlebarn
LOXZ	Zeltweg
LPAB	Abrantes
LPAR	Alverca
LPAV	Aveiro
LPAZ	Santa Maria
LPBE	Beja
LPBG	Braganca
LPBJ	Beja
LPBR	Braga
LPCB	Caselo Branco Hel
LPCD	Santa Comba Dao Hel
LPCH	Chaves
LPCI	Coimbra Hel
LPCL	Covilha Hel
LPCO	Coimbra
LPCR	Corvo
LPCS	Cascais
LPCV	Covilha
LPER	Evora Hel
LPEV	Evora
LPFL	Flores
LPFR	Faro
LPFU	Funchal
LPGR	Graciosa
LPHR	Horta
LPIN	Espinho
LPJF	Leiria
LPJO	Alijo
LPLA	Lajes
LPLG	Lagos
LPLZ	Lousa
LPMC	Macedo de Cavaleiros Hel
LPMD	Mirandela Hel
LPMF	Monfortinho
LPMI	Mirandela
LPMO	Montargil
LPMR	Monte Real
LPMT	Montijo
LPOT	Ota
LPOV	Ovar
LPPD	Ponta Delgada
LPPI	Pico
LPPL	Portalegre
LPPM	Portimao
LPPR	Oporto
LPPS	Porto Santo
LPPT	Lisbon
LPPV	Praia Verde
LPSA	Salemas
LPSC	Santa Cruz
LPSI	Sines
LPSJ	Sao Jorge
LPSR	Santarem
LPST	Sintra
LPTN	Tancos
LPVL	Vilar de Luz
LPVM	Vilamoura
LPVR	Vila Real
LPVZ	Viseu
LQBI	Bihac
LQBK	Banja Luka
LQBU	Sarajevo Butmir
LQBZ	Baja Luka Zalunzani
LQCO	Coralici
LQGL	Glamoc
LQJL	Tuzla Jegen Lug
LQKU	Kupres Bajramovici
LQLV	Livno
LQMJ	Mostar Jasenica
LQMO	Mostar
LQPD	Prijedor
LQSA	Sarajevo
LQSV	Sarajevo Mil
LQTG	Tomislavgrad
LQTR	Novi Travnik
LQTZ	Tuzla
LQVI	Visoko
LRAR	Arad
LRBC	Bacau
LRBM	Baia Mare Tauti Magherusi
LRBS	Bucharest Baneasa
LRCK	Constanta
LRCL	Cluj Napoca
LRCS	Caransebes
LRCV	Craiova
LRIA	Iasi
LROD	Oradea
LROP	Bucuresti
LRSB	Sibiu
LRSM	Satu Mare
LRSV	Suceava
LRTC	Tulcea
LRTM	Tirgu Mures
LRTR	Timisoara
